"property_id","med_H_NRO_CUARTOS","sum_HA_TOT_PER","med_V_TOT_HOG","med_VA1_ESTRATO","lat","lon"
"4ce4ae0714c4eeb79338031a"," 4.0"," 331"," 1.0","6.0","4.635360","-74.14831"
"7ebf91bcdb1142db84ef6491"," 6.0","  42"," 1.0","6.0","4.724810","-74.03726"
"bf4971282a509458d4e8bafe",NA,NA,NA,NA,"4.645000","-74.13400"
"b499283387a8a25f5a527e4d",NA,NA,NA,NA,"4.720000","-74.03000"
"6fb907df32c0d9ecd1abb7a1"," 5.0"," 341"," 1.0","6.0","4.701000","-74.03900"
"1d72ca4f579501a7115f0cf9"," 4.0","1410"," 1.0","3.0","4.606000","-74.11100"
"c0767faae5f03eb1b5da4572",NA,NA,NA,NA,"4.738538","-74.06728"
"c62d17f1cd0b06593e1dfd8e"," 4.0","3143"," 1.0","4.0","4.640819","-74.14543"
"835c6b9f6f4d2c6ef47cf9d5"," 4.5","  40"," 1.0","4.0","4.683205","-74.05612"
"4778360bb0c1e6e1cb181d60",NA,NA,NA,NA,"4.696821","-74.04057"
"f79cdcd1fe8c6f54417c06ac"," 4.0"," 172"," 1.0","6.0","4.720000","-74.08200"
"ba34f52a1378c6d9b996e460"," 4.0","2092"," 1.0","5.0","4.721453","-74.03695"
"d9011dc9a04a9a50796a4f84"," 3.0"," 189"," 1.0","6.0","4.722000","-74.02800"
"1e04767033c959d0bfb7e81d"," 4.0","4595"," 1.0","4.0","4.711302","-74.07456"
"2e37610cc28ec7c412e51ca6"," 6.0"," 192"," 1.0","6.0","4.633000","-74.17500"
"0fb6fde2499529a6ab68daa6"," 4.0","2923"," 1.0","4.0","4.697842","-74.04480"
"dba445f26994ce369ee88eba"," 3.0"," 271"," 1.0","6.0","4.669000","-74.10600"
"12b27639547c330cf8cd50a3"," 4.0"," 163"," 1.0","4.0","4.680000","-74.04200"
"a8ab665303680cc42a51caab"," 4.0","1494"," 1.0","3.0","4.646000","-74.05500"
"8362c39402f7102783242480"," 4.0","1496"," 1.0","4.0","4.710773","-74.06863"
"1b5227e87eea04ac0195507d",NA,NA,NA,NA,"4.687000","-74.03800"
"c44a47fedb81e292ca0e7cf3"," 6.0"," 297"," 1.0","6.0","4.692000","-74.06000"
"1838968ba2f2e5ce40eca14a"," 2.5","  36"," 1.0","6.0","4.580000","-74.15300"
"42dbdceeb940b791b9249c93"," 4.0","  95"," 1.0","3.0","4.705000","-74.02600"
"1b598fc53df5fd65827cf41f",NA,NA,NA,NA,"4.626784","-74.09208"
"019d26d43129b54c0e3d1cfa"," 4.0"," 734"," 1.0","4.0","4.655127","-74.05480"
"5055547aa3a906b0c4e24a91",NA,NA,NA,NA,"4.701000","-74.03600"
"4d9b9858d6ef51bd5458fb38"," 4.0"," 841"," 1.0","4.0","4.706000","-74.03300"
"4be01055fa0dd6ca11b347cd"," 4.0"," 939"," 1.0","3.0","4.705000","-74.05900"
"17aa64e47e710d819df8fa9b",NA,NA,NA,NA,"4.694783","-74.06189"
"47d618723b79533c8a86a1c6"," 4.0","3356"," 1.0","4.0","4.660139","-74.04750"
"c20b5fe5f9e822b2e1d74f1f",NA,NA,NA,NA,"4.703000","-74.05500"
"94277537abb14c32b0801158"," 5.0"," 152"," 1.0","5.0","4.659000","-74.05100"
"e0c97c08824a49b8123e5515"," 4.0"," 122"," 1.0","3.0","4.709954","-74.02676"
"ea9731668a8ff98ab04fdcdd"," 5.0"," 281"," 1.0","6.0","4.705000","-74.03100"
"ee000a591c862a01cb938b8c"," 3.0"," 167"," 1.0","3.0","4.671000","-74.04100"
"c6d913689a3bb3d36a00543b",NA,NA,NA,NA,"4.720000","-74.02700"
"2a8ad68ed153f40636cb674e"," 4.0"," 887"," 1.0","5.0","4.716349","-74.02761"
"924eecab46b543b005e873ac"," 4.0"," 391"," 1.0","4.0","4.706112","-74.02864"
"cc6298f705fdb554f4aa341d"," 3.0"," 324"," 1.0","6.0","4.601814","-74.13791"
"ec34183bfa3ab16ab266da62",NA,NA,NA,NA,"4.756000","-74.08100"
"d1f232ef812d196bb89f544a"," 3.0","1106"," 1.0","4.0","4.755185","-74.03735"
"200c8c09b1a595faca9dfba0"," 4.0"," 612"," 1.0","6.0","4.664000","-74.06600"
"512ecdac52ca189ee246c384",NA,NA,NA,NA,"4.685830","-74.04351"
"54a269193c6c90cb30c30eb6",NA,NA,NA,NA,"4.680554","-74.06209"
"69f3d81c735da394307b494a",NA,NA,NA,NA,"4.705661","-74.02616"
"452f81ac9f14545522329e63"," 5.0","  96"," 1.0","5.0","4.644000","-74.07500"
"a4ec947d5c39ef4a9be2bd54"," 5.0"," 129"," 1.0","4.0","4.612500","-74.15234"
"99895606a5b46a4bda13cdb2"," 3.0"," 180"," 1.0","3.0","4.723000","-74.04000"
"b8a2fec7e52c609f0bb85a1d"," 5.0","  20"," 1.0","5.0","4.671000","-74.06200"
"686db95052652841fd58a474"," 6.0","  37"," 1.0","6.0","4.693556","-74.03288"
"21718f8969cb2837449e8dfc"," 6.0"," 297"," 1.0","6.0","4.684878","-74.09245"
"01b7612fee50f142fbbb5071"," 4.0","1535"," 1.0","3.0","4.680560","-74.06213"
"7ce5973e7fc502a27871938c"," 3.0"," 409"," 1.0","4.0","4.703390","-74.05533"
"9d20053dff3b702b039c8530"," 3.0"," 309"," 1.0","6.0","4.672203","-74.05900"
"02b0d1a63a46c6672472d86b"," 3.0"," 201"," 1.0","6.0","4.652000","-74.08200"
"151d84cb3148a1bab47ff08d"," 6.0","  96"," 1.0","5.0","4.589000","-74.10900"
"35e7a8ab1632f9e9e03bf2ce"," 4.0"," 638"," 1.0","5.0","4.589835","-74.11419"
"86f59f3e2756868d14e3ef09"," 3.0"," 122"," 1.0","5.0","4.701094","-74.02802"
"5f2e000352a7a8e05a1f2550",NA,NA,NA,NA,"4.654654","-74.10578"
"0b15d05871d175b7049e5445",NA,NA,NA,NA,"4.696010","-74.08360"
"97a57f08b7587d7b86ff637c"," 4.0"," 288"," 1.0","5.0","4.670000","-74.11700"
"10f2e30da9bde85f4d47f4c8"," 4.0","  61"," 1.0","3.0","4.697000","-74.04200"
"5a0ae44e53a90d2c821c7b0c"," 2.0"," 152"," 1.0","6.0","4.644000","-74.13700"
"5ac752fa418a64ab18433f37"," 5.0"," 127"," 1.0","3.0","4.725000","-74.02600"
"e8f27813c12d77e7f62293f5"," 3.0"," 426"," 1.0","6.0","4.597799","-74.10616"
"3664570fe4a87867343676cb"," 3.0"," 377"," 1.0","5.0","4.764253","-74.03539"
"0ddf45ef9f7fbbee51bd7074"," 3.0"," 242"," 1.0","3.0","4.634013","-74.06503"
"3bcce5f4f18945bcf4dc2f2b",NA,NA,NA,NA,"4.655898","-74.04929"
"6888bfd0bf685758cc9df8b7"," 2.0"," 116"," 1.0","3.0","4.745297","-74.09251"
"2e158daeb3e6e31b13c49f98",NA,NA,NA,NA,"4.726000","-74.03600"
"21a2b147b1598710dea70fbc"," 4.0"," 527"," 1.0","6.0","4.698000","-74.07100"
"af82eea3068a2ad0d11e6549",NA,NA,NA,NA,"4.696737","-74.04980"
"c77446309fb436891626e2d7"," 3.0","  94"," 1.0","5.0","4.681248","-74.05133"
"eca4cfb4fa8c748742d68499"," 4.0"," 159"," 1.0","5.0","4.676829","-74.10471"
"19c681abe19dc91f8c5c0429"," 3.0"," 250"," 1.0","6.0","4.723000","-74.04000"
"b6c13dd53c0dc8000fa9bc60",NA,NA,NA,NA,"4.741000","-74.05900"
"7da1197cffe335a68cbfd62c",NA,NA,NA,NA,"4.655080","-74.05235"
"1982e5f0b2b2ea5a63968656",NA,NA,NA,NA,"4.723000","-74.03700"
"af6981258899b55960828df7"," 4.0"," 679"," 1.0","4.0","4.629596","-74.14308"
"8fe8a33deb04e1c9dca9154a"," 3.0"," 234"," 1.0","3.0","4.701000","-74.04600"
"cceae8beba6796b1954084ce"," 4.0"," 808"," 1.0","5.0","4.736155","-74.05479"
"8807708cde543a61ebf97e4d",NA,NA,NA,NA,"4.633841","-74.09573"
"f387914484f614c088b30ead",NA,NA,NA,NA,"4.660000","-74.04900"
"bacd65ec8caed69d81b3d2e4"," 4.0","1626"," 1.0","4.0","4.731712","-74.03779"
"c62178d38d87017c49821649"," 5.0"," 116"," 1.0","5.0","4.710271","-74.07525"
"6d37b3d26eea8afb3294e937"," 4.0"," 126"," 1.0","3.0","4.702000","-74.04700"
"b3ed6cae7c03faa154e8ed90",NA,NA,NA,NA,"4.664000","-74.07200"
"a20ba459e5f2213deb9c90c4"," 4.0"," 492"," 1.0","6.0","4.722000","-74.07500"
"784a170c6df496a59f490459"," 4.0","2343"," 1.0","4.0","4.693000","-74.06500"
"507fca56b7b7bb2cf6419a1c",NA,NA,NA,NA,"4.695000","-74.03100"
"c731d74227606164171d01c3",NA,NA,NA,NA,"4.726000","-74.07500"
"6e047fab4120724cfd0ae4e5",NA,NA,NA,NA,"4.639076","-74.06119"
"6eaca713d04c22ffe613fa2c",NA,NA,NA,NA,"4.648000","-74.08100"
"425d2cb67253750e4bb81aab"," 3.0"," 140"," 1.0","6.0","4.692354","-74.04279"
"0b1e76d8abfd060e48fdbb1e",NA,NA,NA,NA,"4.703251","-74.11180"
"813a216c8a2760b49274f224",NA,NA,NA,NA,"4.694000","-74.05500"
"8edad1a47d6bbe20cff32a74",NA,NA,NA,NA,"4.700000","-74.04300"
"05a6d552aa5976b969f6cdae"," 4.0"," 492"," 1.0","5.0","4.665000","-74.04800"
"d1086eb2646b9e6d7266b907",NA,NA,NA,NA,"4.652941","-74.06729"
"d744019b779e8de70f8e6427"," 6.0"," 333"," 1.0","6.0","4.744602","-74.02979"
"e44b6e489be507cbe4c86cb2"," 4.0","  63"," 1.0","5.0","4.714000","-74.06700"
"9551932618eacccaf3d9b2d9"," 5.0"," 244"," 1.0","6.0","4.698485","-74.02905"
"aedacd7593552b4945a26adc"," 2.0","  98"," 1.0","2.0","4.722419","-74.03650"
"994e924f564c0078283a5363"," 3.0"," 443"," 1.0","5.0","4.644000","-74.08600"
"14c2ebc87c78a495a612f341"," 4.0"," 266"," 1.0","5.0","4.646000","-74.05400"
"c652832589535ef3560e377b",NA,NA,NA,NA,"4.588000","-74.10100"
"2ba4163e2ea63eb8b0c3c0b8",NA,NA,NA,NA,"4.685254","-74.04464"
"d1a1acc4f3da66df3f9dbef7",NA,NA,NA,NA,"4.671280","-74.04281"
"391276b49e109cb3b31d5d1f",NA,NA,NA,NA,"4.756000","-74.03900"
"199ded2b7b510fd040148048",NA,NA,NA,NA,"4.679488","-74.11065"
"3b2b751085ad8c648729fe99",NA,NA,NA,NA,"4.708000","-74.04400"
"3adb1abf21e23e1b9b1efd7e"," 5.0"," 108"," 1.0","4.0","4.673000","-74.05900"
"072362c80f20ff86e8b020fc",NA,NA,NA,NA,"4.742560","-74.06142"
"ca116ca9f3b2628f863ea165",NA,NA,NA,NA,"4.663728","-74.05864"
"a5f279133ad26f25d8e6f300",NA,NA,NA,NA,"4.701445","-74.05357"
"4c2ed558b8612ff8fe91a298"," 4.0","2389"," 1.0","4.0","4.588000","-74.15800"
"f730d7fdec25a1f03c64c784"," 5.0","  29"," 1.0","5.0","4.725233","-74.03706"
"3ca78593b2d34d1754dc3993",NA,NA,NA,NA,"4.607781","-74.10316"
"fba6d9e766ec6c560e3362f6"," 3.0","  45"," 1.0","3.0","4.677000","-74.04200"
"4222fed72e054dcfaccbb1dc"," 3.0"," 107"," 1.0","3.0","4.641763","-74.15387"
"a6b7218e8ac78c0818114db6"," 4.0"," 170"," 1.0","6.0","4.671120","-74.04846"
"ea0ee1f7594bfae19be10463"," 3.0","  67"," 1.0","4.0","4.729781","-74.05114"
"a2a5862369020bb34f0ac5ac",NA,NA,NA,NA,"4.673220","-74.05279"
"3826193eb452b06ec8b88708",NA,NA,NA,NA,"4.757919","-74.07281"
"dffd4c9334c31f507bf53030"," 4.0","1185"," 1.0","4.0","4.689000","-74.04900"
"6023a83ac288bdd80bec7455"," 3.0"," 327"," 1.0","6.0","4.669000","-74.11600"
"741d156f0c43d1735a3ff7bb"," 4.0"," 974"," 1.0","4.0","4.684425","-74.05484"
"d5fb281040e9ee3b03454500"," 2.0"," 664"," 1.0","4.0","4.704000","-74.03900"
"d6d5556f0063798be4e9efd5"," 4.0"," 114"," 1.0","6.0","4.722336","-74.04191"
"d3b2c0ed0c37fe573d103c81",NA,NA,NA,NA,"4.701000","-74.03000"
"6db588a94dd4b184af8845c8"," 4.0"," 249"," 1.0","3.0","4.692495","-74.08860"
"8dfd8e9386f6133af89b4aec"," 3.0"," 136"," 1.0","6.0","4.678518","-74.07650"
"e529a53d841d1355038c107e",NA,NA,NA,NA,"4.742390","-74.07481"
"c4b0e1336e5aa669fc48ff71",NA,NA,NA,NA,"4.717611","-74.02913"
"556a5449ff6e539b4664957f",NA,NA,NA,NA,"4.643108","-74.10635"
"38d67cb26aab650167d9f228"," 4.0"," 162"," 1.0","6.0","4.694590","-74.03481"
"6e01d4386c5cf4dcda041dab"," 4.0"," 168"," 1.0","5.0","4.725000","-74.04600"
"765b1b90ad57200edad0e658"," 5.0"," 357"," 1.0","6.0","4.710770","-74.06623"
"16501ee0bd8a623fbe3bf490",NA,NA,NA,NA,"4.733211","-74.06313"
"45b12d28642f02dc2e0822f1"," 5.0","  55"," 1.0","5.0","4.707000","-74.03300"
"01253c91f1eb31b42fe46367",NA,NA,NA,NA,"4.697348","-74.04808"
"8833d87d0d856e9bc2f86c2a"," 4.0","1817"," 1.0","4.0","4.722000","-74.04200"
"c3e00be68614387717f12f24",NA,NA,NA,NA,"4.699000","-74.05400"
"177cdffc5ea423a5cc1e3f8e"," 5.5","  44"," 1.0","5.0","4.664816","-74.04694"
"ac2bdc556d6491b34ffe93cd",NA,NA,NA,NA,"4.707000","-74.04100"
"9e24519dbac1a9a37ca017d0","99.0","   7"," 1.0","4.0","4.679526","-74.04999"
"dc0216506692f2b1b153f6ad",NA,NA,NA,NA,"4.723279","-74.03652"
"382e3552fe1ac834a9510a36"," 6.0"," 959"," 1.0","6.0","4.673000","-74.05300"
"be48e89b973ee7c2c1553e1a"," 4.5","  78"," 1.0","6.0","4.719389","-74.04413"
"b5d4a88661ef5101c70910e7"," 5.0","1384"," 1.0","5.0","4.662148","-74.11259"
"ec10d2f67653052cd6759e4c"," 3.0"," 325"," 1.0","3.0","4.702342","-74.11666"
"0e2d0a37ee3d0afd106947b5"," 3.0"," 324"," 1.0","6.0","4.647071","-74.06673"
"eea80bd4f464ddf6a65c92b7"," 4.0"," 547"," 1.0","4.0","4.653301","-74.10987"
"e1a1aeb2c58055a8b2e44760",NA,NA,NA,NA,"4.664913","-74.04561"
"f18a61f19e9bd4659cebf168",NA,NA,NA,NA,"4.707828","-74.05029"
"1b9a1c795b012664525a0761"," 3.0","  81"," 1.0","3.0","4.678744","-74.05257"
"aa133796b14aaf6c7abfb9be"," 4.0"," 215"," 1.0","5.0","4.689608","-74.05761"
"94e005f852686355430403b8",NA,NA,NA,NA,"4.691000","-74.03100"
"0fdf18dfe8932111ad28336f"," 3.0","1965"," 1.0","3.0","4.645548","-74.07415"
"842369a669eb0a4afbf607cc",NA,NA,NA,NA,"4.724340","-74.02546"
"f57cb0be90ccf3461d7b09e4",NA,NA,NA,NA,"4.606000","-74.07700"
"b981e158a73757e9e38de2f6",NA,NA,NA,NA,"4.753000","-74.04200"
"a059f8887e9e6929d3394dce",NA,NA,NA,NA,"4.674000","-74.05700"
"0b904b465bb1fb012eeaf163"," 4.0","1966"," 1.0","3.0","4.682000","-74.05000"
"5f87cdaec24aac7c5048f5cb"," 4.0"," 721"," 1.0","4.0","4.674075","-74.05397"
"3f92eb460506d1c72fe9d683"," 5.0"," 335"," 1.0","6.0","4.681478","-74.11092"
"fc2049bc8949030ad75ffc58",NA,NA,NA,NA,"4.740000","-74.04100"
"e50feffaef3bec14024aeb68",NA,NA,NA,NA,"4.641000","-74.05700"
"1f54be989511e75ec4d6f915"," 5.0"," 227"," 1.0","6.0","4.729919","-74.04744"
"f5aafd6deb62bd8f95f4d8ad"," 3.0"," 159"," 1.0","5.0","4.696198","-74.05231"
"f9188403db350b0cfba6ed4c",NA,NA,NA,NA,"4.653000","-74.05200"
"48a90c4870668f86ade4e806"," 4.0"," 997"," 1.0","4.0","4.664589","-74.08191"
"44f316171ceb488fe7daf824"," 4.0"," 188"," 1.0","6.0","4.700000","-74.04700"
"42c4fcc53c784dfb0714958b"," 3.0"," 235"," 1.0","6.0","4.706000","-74.04100"
"4b735faeb5288409aab4dc07",NA,NA,NA,NA,"4.707822","-74.06315"
"4dba44f07107f23ff7d104ab",NA,NA,NA,NA,"4.695000","-74.04200"
"776977bc5e1d5c33022674db"," 4.0"," 278"," 1.0","5.0","4.752912","-74.05900"
"abe99f7c8346f917e090b457",NA,NA,NA,NA,"4.696298","-74.10325"
"cd9fdac82171d17b67f3e0d1"," 5.0","  69"," 1.0","6.0","4.686486","-74.04956"
"1c7ebb739af697748a8c691f",NA,NA,NA,NA,"4.695000","-74.05500"
"3744633e4d4a0e84dc424bed"," 5.0","  90"," 1.0","2.0","4.615000","-74.13800"
"b5193117c6f245633571332a",NA,NA,NA,NA,"4.695000","-74.03100"
"2922b6105a785b841d66d1e5",NA,NA,NA,NA,"4.754720","-74.06448"
"1d86a7f4f4de7bf266d36014",NA,NA,NA,NA,"4.689985","-74.07175"
"bd09337e885ea4855999807c"," 4.0"," 364"," 1.0","6.0","4.657000","-74.05100"
"2bdb7814bfbd7f94590b182c"," 4.0"," 612"," 1.0","6.0","4.723872","-74.02832"
"1338f97852491da22a798bec",NA,NA,NA,NA,"4.700808","-74.05368"
"e58dec297f03462649ddc6c3"," 4.0"," 612"," 1.0","6.0","4.747237","-74.05821"
"194c8ae216c3d54b0d04016c",NA,NA,NA,NA,"4.672000","-74.04300"
"f6034fafc806eee35a708129"," 4.0"," 217"," 1.0","3.0","4.732036","-74.04182"
"066a00f86bb4c9f146b1e131"," 5.0"," 211"," 1.0","6.0","4.719204","-74.04052"
"e22f6f1b030d7dc14e9f8994"," 3.0","  70"," 1.0","2.0","4.644000","-74.07600"
"9384f31146e8622853c1d1c9",NA,NA,NA,NA,"4.731052","-74.03659"
"269b26d02a1e2d0791be2c3d"," 4.0","1717"," 1.0","4.0","4.680000","-74.05500"
"db49aacbc17e4fd496b8e4ec",NA,NA,NA,NA,"4.627000","-74.15100"
"d357d45a7e1ed088139f50ce",NA,NA,NA,NA,"4.706000","-74.03700"
"8944f3a8fb4fe3a2c64440a4",NA,NA,NA,NA,"4.678632","-74.07648"
"83743b56246f895a0a37fd27"," 4.0","1738"," 1.0","4.0","4.690843","-74.05481"
"f13dc7ceabda7481f7993545"," 3.0"," 159"," 1.0","5.0","4.720000","-74.05000"
"ce76c7501e54e338ca9f2727"," 4.0"," 411"," 1.0","6.0","4.669734","-74.11162"
"475a4ee75ef2929d795cd07e",NA,NA,NA,NA,"4.719274","-74.03635"
"94d4dd688007addf67f1780c"," 6.0"," 334"," 1.0","6.0","4.645000","-74.12600"
"b85d343c7e4f8e5e2e3d47eb",NA,NA,NA,NA,"4.582000","-74.10200"
"63e9ab500695868135a554ea"," 2.0","  59"," 1.0","4.0","4.689866","-74.04419"
"0083d2a8f878bec7cb7fcb08"," 4.0"," 612"," 1.0","4.0","4.737000","-74.04500"
"72348a0285cf36f687b6e22b"," 4.0"," 343"," 1.0","6.0","4.705000","-74.05600"
"0d668b74a0ab456fcfb99cfe",NA,NA,NA,NA,"4.733454","-74.04550"
"248eab3ac05080223ba600d2",NA,NA,NA,NA,"4.660061","-74.07829"
"c581bb21b5aca3b549d5e412",NA,NA,NA,NA,"4.652774","-74.05041"
"e1a1aa475d82867c856077bf"," 3.0"," 174"," 1.0","6.0","4.661404","-74.04874"
"59890ee971f7046e9c918f72"," 3.0"," 323"," 1.0","6.0","4.630293","-74.09428"
"5088a1f7f216ec19f95dd6e4",NA,NA,NA,NA,"4.709967","-74.02864"
"58eab8d2873c163f5116e7dc"," 4.0"," 831"," 1.0","4.0","4.707000","-74.04400"
"1f33b2f7071f4fb89be98307"," 4.0"," 961"," 1.0","6.0","4.618191","-74.06866"
"4749ad2df8ac0f7529976ad7",NA,NA,NA,NA,"4.715000","-74.06900"
"c88f21822d1ca20f3802ff1c"," 3.0"," 151"," 1.0","6.0","4.723580","-74.02886"
"c8cb0e68f08827172c55c66f"," 3.0"," 314"," 1.0","6.0","4.754116","-74.09180"
"b6f897349bc51de5c44a0626"," 4.0"," 205"," 1.0","6.0","4.711000","-74.02600"
"114bffd5057a01fe775177de",NA,NA,NA,NA,"4.592000","-74.15800"
"75c918222bcce894b7e913fc"," 4.0","2810"," 1.0","4.0","4.743594","-74.06139"
"ec0f9bfc3351d563df2068b2",NA,NA,NA,NA,"4.718000","-74.03600"
"6fc5b8ff66fbc707c9cf107f",NA,NA,NA,NA,"4.719015","-74.03074"
"0714e5ea8fc73b1b4dd0198c"," 4.0"," 345"," 1.0","6.0","4.634584","-74.06159"
"a82eef2db0992960fdbc2ba6",NA,NA,NA,NA,"4.692039","-74.05445"
"5ee4bdf713face83db29eb98",NA,NA,NA,NA,"4.708000","-74.04000"
"0c6d9ababc4ee88a3d975468"," 4.0"," 102"," 1.0","5.0","4.704328","-74.05718"
"ce79cfa4125a9df25d28e0a0"," 2.0"," 224"," 1.0","2.0","4.691806","-74.06212"
"803da41c23c6130c1e080615"," 5.0"," 674"," 1.0","3.0","4.690000","-74.04900"
"e704f5db03744b6324c739a6",NA,NA,NA,NA,"4.661962","-74.05008"
"b1d902a3066cb56b4b4103a4"," 3.0"," 703"," 1.0","4.0","4.702609","-74.04816"
"34ac94511610723cc21ac479"," 2.0"," 175"," 1.0","3.0","4.724000","-74.03700"
"b103d0da641f12547a377cda",NA,NA,NA,NA,"4.737000","-74.06300"
"e8ed76174813e0fb19e06d84",NA,NA,NA,NA,"4.649000","-74.05300"
"48ab50b4d2e3277e70401cbd",NA,NA,NA,NA,"4.703000","-74.05100"
"abc91d992aeaffb7d640168f"," 4.0","1003"," 1.0","4.0","4.597000","-74.09500"
"f06d8390d18e0b38cf2ff7d5"," 3.0"," 289"," 1.0","6.0","4.700000","-74.04900"
"1eb790ff6d0d603d9f4e5ffe"," 4.0","2006"," 1.0","4.0","4.673141","-74.04562"
"f89495949a303b151247a154"," 6.0"," 224"," 1.0","5.0","4.679000","-74.05400"
"0aac048ac9cf73c98d35b868",NA,NA,NA,NA,"4.677000","-74.05700"
"dafef5829b9b390c6b68d1eb"," 3.5","  35"," 1.0","4.0","4.711696","-74.04865"
"46505010aa1f0cf1bf732637"," 3.0","  62"," 1.0","3.0","4.693115","-74.04174"
"5a3a682872faacaba5548c0a"," 4.0"," 615"," 1.0","5.0","4.677100","-74.05647"
"213e5a315f66c76046828e43",NA,NA,NA,NA,"4.669000","-74.14700"
"021d11fdeb0fb13ef6f6c9d0"," 4.0","1546"," 1.0","4.0","4.661404","-74.04874"
"6012f61f846262a71d481d21"," 3.0"," 866"," 1.0","4.0","4.718000","-74.03600"
"0aea716b9065b5d30cb8449a"," 5.0"," 515"," 1.0","6.0","4.682000","-74.05100"
"4ee41bd95ca04bba506df3fe"," 6.5","  14"," 1.0","6.0","4.755515","-74.07612"
"c6e4433487f89ec45a736c80",NA,NA,NA,NA,"4.712000","-74.02700"
"a8f29eaab196c0529290c7ac",NA,NA,NA,NA,"4.693000","-74.05700"
"9b4c46849a8a7e8846895368"," 4.0"," 134"," 1.0","4.0","4.658000","-74.04700"
"a15f24fbf4bb9bd419cf0064",NA,NA,NA,NA,"4.666000","-74.04800"
"799466f66b6b9f90ad906597"," 3.0","  80"," 1.0","2.0","4.691628","-74.04168"
"62bc0b4a1cb3572ec94ef3cb"," 3.0"," 777"," 1.0","3.0","4.725000","-74.04500"
"7b7adb55962db7040bea3448"," 4.0"," 574"," 1.0","4.0","4.685620","-74.04382"
"9a3595c8ad786fa44c088483",NA,NA,NA,NA,"4.677812","-74.04272"
"a8a8bd150a2ce06a1bf44227",NA,NA,NA,NA,"4.597315","-74.11875"
"735d5ac0eded5a9a9eecc2c9"," 4.0"," 328"," 1.0","6.0","4.642761","-74.06670"
"cef025e6a0b10f46a4606aff"," 4.0","1677"," 1.0","4.0","4.734000","-74.05600"
"b12e6bbd6bd221a5f159ab76"," 5.0"," 885"," 1.0","6.0","4.695000","-74.05500"
"a52c4226d98ca4ffe9f6861b"," 3.0"," 135"," 1.0","3.0","4.738000","-74.10100"
"1f0d9304970a44b147b50980"," 3.0","  94"," 1.0","5.0","4.706000","-74.04100"
"2e4181df3de7a34ea1655b28"," 4.0","  92"," 1.0","4.0","4.699000","-74.03100"
"a0a553ac8a381327f0485729",NA,NA,NA,NA,"4.678455","-74.04066"
"b5f0431d237a0094c1d36a89",NA,NA,NA,NA,"4.714000","-74.08700"
"c748408f5892996b9e40e673"," 4.0"," 725"," 1.0","5.0","4.725000","-74.03900"
"25d4ecfa1f40d08d38fd691e"," 5.0"," 160"," 1.0","4.0","4.673000","-74.04600"
"f467bafc9a0d2f0f05249086"," 6.0"," 208"," 1.0","5.0","4.705000","-74.02600"
"6606fe880e1fc8a456a42307",NA,NA,NA,NA,"4.657759","-74.04954"
"faa7ca8003d4c4a88f5303f6",NA,NA,NA,NA,"4.757557","-74.06804"
"1cf9e7f1757cb321d3bdf837",NA,NA,NA,NA,"4.719561","-74.06454"
"11bd27aaacaf29c4f93e3ac6",NA,NA,NA,NA,"4.678329","-74.04175"
"0816b23ef42c5153e6387d28"," 3.0","  14"," 1.0","5.0","4.691272","-74.04640"
"dc16401c6f92425fab80c2a3",NA,NA,NA,NA,"4.726000","-74.06500"
"f470a8a39472fb119383dc4d",NA,NA,NA,NA,"4.650000","-74.08300"
"8211205130c46f3a394a94e7",NA,NA,NA,NA,"4.620315","-74.07980"
"7ca2af2a8829ee551fadcc22"," 3.0","  70"," 1.0","6.0","4.709000","-74.07400"
"d46a090cd3f1968b8ed7ff8e"," 2.0"," 660"," 1.0","3.0","4.727519","-74.03709"
"640dafbfe4f735cfc057c888"," 4.0"," 274"," 1.0","5.0","4.668000","-74.04500"
"0d8682f9473d15bfcf08ca3e",NA,NA,NA,NA,"4.689779","-74.03139"
"6d3606487e4ead5f85656e1b"," 4.0"," 180"," 1.0","4.0","4.681063","-74.05305"
"b41a0034096d4afdf46e7d35",NA,NA,NA,NA,"4.712369","-74.03412"
"40501a717000a9a9714c7992",NA,NA,NA,NA,"4.729239","-74.03605"
"3b1a6d7c8146f8b9e85a6544"," 5.0"," 861"," 1.0","4.0","4.598992","-74.09865"
"f0d9a26dd1eba00e9caced16",NA,NA,NA,NA,"4.599000","-74.07200"
"785c3ea0827a4b2af3a7b7d6"," 4.0"," 101"," 1.0","5.0","4.727548","-74.03709"
"fd7c52469696549fbb101240"," 4.0"," 335"," 1.0","6.0","4.710837","-74.13492"
"0ac4207803366be772f82855"," 6.0"," 159"," 1.0","4.0","4.722000","-74.05700"
"639b7b22d634960fb7f00866"," 6.0"," 350"," 1.0","6.0","4.678632","-74.07648"
"b36a6f474ca1c1c9ab1e0bf9"," 4.0"," 405"," 1.0","4.0","4.591223","-74.11390"
"3e2fe732e598cdeb91a6abe6"," 4.0"," 209"," 1.0","4.0","4.724057","-74.03788"
"742c875a2fab944579aa33c4"," 5.0"," 830"," 1.0","5.0","4.665192","-74.12508"
"1d907f7abe7fdc35af3d3475",NA,NA,NA,NA,"4.673000","-74.05700"
"bfbf8c6dde2154a5895bfb6b"," 3.0"," 242"," 1.0","3.0","4.718682","-74.04585"
"38cf12e9fb9f08238546eeba"," 3.0"," 145"," 1.0","3.0","4.648919","-74.15008"
"b5689babe5a2119f631c7f07",NA,NA,NA,NA,"4.699882","-74.06080"
